Tweet Id,User,Tweet
1565827998925873154,Onur80172565,"biryorumbirment makinavinc justinyen07 hauntedflames kriptoep ucbuzluviski teknofest ""çirkin"" ifadesine gelince
bu kardeşimiz herhangi bir menfaat gözetmeden ibadetine gitmişse çok güzel allah kabul etsin
ancak soyut veya somut herhangi bir katkı varsa münafıktan çok daha çirkin bir sıfatı hak eder
i̇badet doğrudan allah (cc) rızası için yapılır kul için değil"
1565827877769199618,leyseyup25,yilmazsozcu azıcık utanmanız varsa teknofest e bakın öyle konuşun
1565827724756893697,ayfer_avar,teknofest 
1565827565599735808,sinanozhusrev,"i̇l başkanımız ihsankoca44 ve yeşilyurt belediye başkanımız mehmetcinar44 ile birlikte teşkilat mensubu gençlerimizi ayakları yere basmayan festival teknofest karadeniz’e katılmak üzere samsun’a yolculadık 

yolunuz açık olsun  "
1565825845930909700,Onur80172565,"biryorumbirment makinavinc justinyen07 hauntedflames kriptoep ucbuzluviski teknofest ancak ben olsam dinimiz ve ibadetimizle ilgili bir konuyu ilgili projenin itibarına etki etmemesi için göz önüne getirmezdim
i̇badet ettiğim için pozitif ayrımcılığa uğramak doğrudan ilgili ayete aykırı

ben böyle bir riske girmezdim başkalarının bu riski alması da yanlış"
1565825518347468802,yudivardar,vatandaşın sizin kadar dayanabilecek gücü olmadığı için bu gün ve yarın diyebiliyor 
1565825208224780293,Onur80172565,"biryorumbirment makinavinc justinyen07 hauntedflames kriptoep ucbuzluviski teknofest menfaat elde etmeleri şöyle olabilir mesela:
normalde itibar görmeyecek bir proje ilgili arkadaşların mütedeyyin tavırları sonucu muteber oluyorsa burada menfaat vardır

dikkat ettiyseniz sürekli şart kipi kullanıyorum yani kimseyi zan altında bırakmadım"
1565824704186929154,NCakmakkahya,osmannnurika teknofest
1565824678077382658,mehmetnezirg,gençlerimiz umut heyecan ve coşku dolu başta imam hatip öğrencileri olmak üzere tüm okul türlerinden gençler çalışmalarıyla büyüklere de moral kaynağı oluyor teknofest bir devrim etkisi yıllara sari hissedilecek emeği geçenlere sonsuz teşekkürler samsun’dan selamlar 
1565824660209635330,Onur80172565,"biryorumbirment makinavinc justinyen07 hauntedflames kriptoep ucbuzluviski teknofest teknofest'te veya başka bir yerde ""ibadete gittim geleceğim"" diyerek veya ""hacsa namazda vb"" bilerek ve isteyerek fotovideo çektirip bu durum sonucu herhangi bir menfaat elde etmek bu ayet kapsamına giriyor bence

menfaat elde etmediyse sorun yok"
1565824535773184000,samsunkenthaber,samsun ted koleji öğrencileri teknofest'e gezi düzenlendi 
1565824533613154304,samsunhm,samsun ted koleji öğrencileri teknofest'e gezi düzenlendi 
1565824492735266825,blkebl,"millî teknoloji hamlemizin lokomotifi yeni ufuklara açılmanın geleceği tasarlamanın en yeni teknolojilerin festivali

yarın ben de gençlerimizle birlikte teknofest samsun’da olacağım…  "
1565824214824894466,takvim,"takvim teknofest’te!
gençlerin merak ettiği soruları sorduk
teknofestkaradeni̇z  "
1565824060931588096,Onur80172565,"biryorumbirment makinavinc justinyen07 hauntedflames kriptoep ucbuzluviski teknofest benim anladığım kadarıyla sadece""iman ettiğini söyleyip iman etmeyenler"" değil özellikle yaptığı ibadeti etrafındakilere bilerek ve isteyerek gösterip bu durumdan menfaat elde edenler de kastediliyor

ki saygı ve itibar elde etmek de bir menfaattir"
1565823871688785922,TurgayCanturk5,avicenna_razi artik algilarda bos cikdi teknofest geizyoruz
1565823476769988610,galamaister,aha icardi! :)) 
1565823405663846400,ulaknews,son haberler: kenevirden örülen giysiler teknofest'te   sondakika haber sondakikahaber haberler
1565823140894511104,samsunhm,"başkan kılıç: ""teknofest gururunu herkesin yaşaması gerek"" "
1565823061689077762,alpcanitez,"bakyayın siz kılıçdaroğlu nun teknofest te boy gösterdiğine 
akıncı aksungur hürkuş 
i̇ha lar siha lar yerli denizaltı ve yerli helikopter lere osmanlı ismi taşyorlar diye bir kulp bulup gömerler 
çünkü amerika öyle istiyor"
1565822730431336451,akgencmalatya,"rota oluşturuldu: teknofest 2022 
ak gençlik i̇yi yolculuklar diler 

z kuşağı değil teknofest kuşağı 

milliteknolojihamlesi
malatya samsun 
akgençlik "
1565822694616096771,BarkoTurk,"cumhurbaşkanı erdoğan: yarın ben de gençlerimizle birlikte teknofest samsun'da olacağım

"
1565821967588024323,yuzde100yerli,türkiye'nin gururu insansız hava araçları kizilelma akinci tb2 teknofest karadeniz'de sergileniyor teknofestkaradeni̇z 
1565821870749863936,HaberGlobal,teknofest'e gidenler simülasyonla 'kızılelma'yı kullanma şansı yakalıyor
1565821775149240322,Hseyinkla7,samsun teknofestsamsun 
1565821387171938310,sarachiaraa,teknofest gidecek
1565821357354586112,ihyurtseven,teknofest osmanlı torunları maşallah
1565821299565494272,haberinolsun___,"sondakika
cumhurbaşkanı :
yarın ben de teknofest samsun'da gençlerle olacağım
türkiye
rterdogan "
1565821259732099072,uzun_orhan,"yerli ve milli olana güveniyoruz 

geleceğin teknolojiyle kurulacağına inanan öğrencilerimiz tubitakulakbim pardus işletim sistemiyle tasarladıkları simurg v2 ile pistlerin tozunu aldı 

sadece tozunu değil ödüllerini de aldı 

tubitak teknofest biltekbartinuni "
1565821034460332033,ozenhlc,kilicdarogluk syn başkan teknofest ziyaretinle ilgili o gördüğün muhteşem teknoloji sistemle ilgili geçlere örnek olsun diye neden paylaşmıyorsun çünkü doğru işleri ülkeye bu millete faydalı olduğu için paylaşmıyorsun gençler neden seslenmiyorsun hani geçleri seviyorsun ya yalan algı yapmayın
1565820346040737792,Sntsvndm,eacarer cumhurbaşkanı teknofest için cumartesi(bugün) günü samsun'da herhalde samsun milletvekilleri de ziyaretinde yanında olur sedat_peker'in tam bir zamanlama üstadı olduğu görülüyor delicavus_nth 
1565820332610560006,ataksporertan,outlier75447056 u_reonyourown teknofest sende biraz uğraşsanbelki o festivalde seninde standın olursende cumaya gidersinallah nasip etsin
1565820027177164801,ReciteSocial,rterdogan your tweet was quoted in an article by yeni safak 
1565819744695074819,fevki_beder,teknofest nasip olmadı bir gidemedik
1565819733471027201,hc_ckr,teknofest karanlık
1565819625526464516,aklievvelll,mrtbtk teknofest olm siz ne yiyor ne içiyorsunuz lanbunlar teknoloji geliştirmeye çalışırken ülkeyi bitiriyorsa muhalefet heykel dikerek kalkındırmaya çalışıyor o zaman
1565819430029991938,karakiz_55,ya içimde bir his varbu gecesanki çok güzel bir şey olacakmış gibii̇nşallahhayırlısısayın cumhurbaşkanımızda samsun'a geliyormuş bugüngençlerle teknofest fuarınaonada sevindim
1565819358974296071,vlkan35029063,damat 
1565819308357423105,aklievvelll,ersin_sarigl2 teknofest heykel
1565818963744923650,habercimustafa,başkan erdoğan'dan teknofest paylaşımı 
1565818933181140993,mehmetcinar44,"ak parti malatya i̇l başkanımız i̇hsan koca i̇l gençlik kolları başkanımız m sinan özhüsrev ve teşkilâtımızın kıymetli üyeleriyle birlikte dünyanın en büyük teknoloji festivali teknofest için gençlerimizi samsun'a uğurladık
milliteknolojihamlesi  "
1565818379058962433,zulfukarbulut,"bekliyoruz sayın cumhurbaşkanım 

rterdogan 
teknofest 
t3vakfi "
1565818375141527552,TanerOcel,"teknofest
"
1565818363921764353,hissiikablel,teknofest hayırlı cumalar kardeşim lkyildirim
1565818170853789697,ersin_calhan,teknofest rkuzuu44 o gelecek sizinle güzel
1565818096325054465,t24comtr,"cumhurbaşkanı erdoğan: yarın ben de gençlerimizle birlikte teknofest samsun'da olacağım
"
1565817920571248642,inuu_inuuu,teknofest
1565817867618099201,RamazanSezen20,ayyildizmt ozludb teknofest samsunda
1565817666882912257,FeryatBen,"cumhurbaşkanı recep tayyip erdoğan ""samsun'da düzenlenen teknofest'e katılacağını"" söyledi"
1565817581793153024,JoeLikesiOS,"attention everyone today:  rterdogan: 'millî teknoloji hamlemizin lokomotifi yeni ufuklara açılmanın geleceği tasarlamanın en yeni teknolojilerin festivali

yarın ben de gençlerimizle birlikte teknofest samsun’d…  see more "
1565817338053754880,hakancimenlik,"rterdogan 
teknofest
samsun "
1565817003725701121,afoahmet,teknofest çöp
1565816843272585218,bitciholding,"cumhurbaşkanı erdoğan: “millî teknoloji hamlemizin lokomotifi yeni ufuklara açılmanın geleceği tasarlamanın en yeni teknolojilerin festivali yarın ben de gençlerimizle birlikte teknofest samsun’da olacağım… ” 
sondakika haber haberler turkiye"
1565816502523232256,Mh_Erdem,"teknofestkaradeni̇z'de tübi̇tak başkanımız sn profdr hasan mandal ile bir araya geldik 

profhasanmandal
teknofest 
teknofestkaradeni̇z 
milliteknolojihamlesi  "
1565816377214226436,afoahmet,teknofest zam mı?
1565816161081741313,KesPakize,teknofest 
1565816155171946496,HalitKat4,büyük siyasetçi vatan sevdalısı bu şahıs memleketim samsun’a teknofesti ziyarete gelmiş hele bakın pür dikkat nasıl da takip ediyor not düşüyor bayıldım hareketlerine !!! 
1565816042592649220,galatali95,efekaantorpi oguzhanugur eyupkadirinan o zaman cevap ver teknofest gençliği kardeşim şöyle bir formata çıkabilecek akp'li bürokrat var mı? bir halk tabiri var da neyse söylemeyeyim
1565815781480402944,artiksozbizde,eü takımları teknofest karadeniz’de… 
1565815556560797696,exilayatc,yok_beyim ozgurismail03 fatmaakin88 kilicdarogluk oluyorlar ufukları genişliyor geçen sene katılmıştım bu arada hatırımda kalanlar bunlar bu siyaset dışı bir iş teknofest boklanamayacak derecede güzel bir organizasyon
1565815485664579589,dikgazete,cumhurbaşkanı erdoğan bugün teknofest samsun'da olacağını açıkladı    dikgazete 
1565815294274293761,reelmardini,teknofest papaz eriğini imam eriğine çevirme işleri nasıl gidiyor?
1565815071862935558,ezderya4,teknofest kurdistan
1565815038392389633,recepblek,samsun aa  
1565814697898778626,Srdrdmrc1978,tubitakuzay teknofest 
1565814557888618496,Srdrdmrc1978,mustafademirbsb teknofest 
1565814391257370626,recepblek,samsun aa 
1565814367681236994,Srdrdmrc1978,mematakum teknofest t3vakfi tcsamsunvalilik zulkifdagli tc_atakum kemalyl40895624 samsunmem muratagar60 irfanyetik55 dursunyurukcu 
1565814222709293058,dis_timu,başkan erdoğan'dan teknofest paylaşımı 
1565814103930814464,recepblek,samsun aa 
1565813952436641797,bingoltv,cumhurbaşkanı erdoğan bugün teknofest samsun’da olacağını açıkladı 
1565813779270623234,normhaber1,"cumhurbaşkanı erdoğan'dan teknofest paylaşımı

 "
1565813763625852934,Srdrdmrc1978,alitahakoc teknofest gazi_universite itu1773 selcukuniresmi yeditepeuni 
1565813588652179456,AydinlikGazete,teknofest yönetim kurulu başkanı selçuk bayraktar'dan gençlere tavsiye 
1565813550089650178,Devam2071,teknofest selcuk 
1565813497161814018,Srdrdmrc1978,fatmasoydemr teknofest 
1565813390764920832,Srdrdmrc1978,fatmasoydemr teknofest 
1565812889390354434,kahirbahcesk,teknofest a101 bim burger king
1565812815679700994,AhmetSOYLUES,teknofest türki̇ye 
1565812488750366733,nethaberajansi,"cumhurbaşkanı erdoğan: yarın ben de gençlerimizle birlikte teknofest samsun'da olacağım
"
1565812287906144259,Reis6068,oghuz_khan_ oguzhanugur nato konuşmaları bm konuşmaları kapak oldu buna rezil kepaze herif gitsin zibidi kuşağıyla duyar kassın biz yarın samsunda teknofest kuşağıyla olcaz erkekse o gelsin teknofeste
1565812205131649031,BeyazGazete,cumhurbaşkanı erdoğan`dan teknofest paylaşımı `yarın samsun`da olacağım`   
1565811908242018308,Edremitaihl,din öğretimi genel müdürü sayın mehmet nezir gül teknofest i̇ha şampiyonu kocaseyit takımımızın standını ziyaret ederek ekibimizi tebrik ettiteknofestkaradeni̇z meb_dinogretimi dogm_arge balikesirmem tatliali12 edremitmem1 
1565811804584001538,Sabah,"başkan erdoğan samsun'da düzenlenen teknofest'e katılacağını duyurdu

"
1565811790344241152,ZaferDaggg,bayraktar  teknofest 
1565811616863715328,s_kvrck,havalar iyice soğumadan gurbetçiler ve yazcılar atakumdan gitmeden daha da gitmem atakuma teknofest vs derken almış başını gitmiş ben böyle düzensizliğe neme trafiğe gelemem atakum diye diye mahvettiniz güzelim yeri bokunu çıkartmakta bizim milletin üstüne kimse yok zaten
1565811591802912768,ErsinKasap,"bitmeyen şarkının bestekarı rterdogan samsun’a  geliyor  

samsun teknofest teknofest2022 teknofestkaradeni̇z teknofestsamsun samsunugör reis "
1565811588627632134,gursoyadil2,nasuhbektas rumeysakadak tekrar ediyorum sen bi teknofeste git gençleri gör orda birde rei̇si̇mi̇zi̇ görürsün 
1565811552787111936,haberasyonhaber,"️selçuk bayraktar: teknofest yüksek hızlı şarj istasyonu gibi bir yer
"
1565811372923015169,TRbagimsizhaber,"cumhurbaşkanı erdoğan bugün teknofest samsun'da olacağını açıkladı
 bagimsizhaber 
"
1565811098980335622,Aslansoy161,"100 yıldır yüzümüzü ve yönümüzü avrupaya döndürdüler
oysa bizim güçlü bir medeniyetimiz vardıneden yüzümüzü avrupaya döndürdülerkim bu kötülüğü yaptı bize
teknofest 
selcukbayraktar "
1565811091132792833,herrybibscus,samsun valiliğinin teknofest yarışmacılarına şal dağıtması halis mi 
1565811082182234112,BG__16,"varsa alırım bi gece favınızı 

reis teknofest samsun'da "
1565811060179103744,hbrkrk2,başkan erdoğan'dan teknofest paylaşımı  haber gündem konya
1565810742552662018,_Leylimbsbg,"rterdogan reis nereye biz oraya teknofest  
güçlü lider güçlü teknoloji"
1565810681068376067,Adaletci1adam,"dikkat edin varsa yoksa herkesin ağzında i̇ha ve si̇ha!
trollere bak her mevzuyu i̇ha ve si̇ha'ya getiriyor 2 aydır varsa yoksa teknofest damat bile çıktı başka hükümet gelirse hedeflerimiz sekteye uğrar dedi
çünkü ellerinde son seçim kartı o kaldı bitirdiler tükenip bitmekteler"
1565810554094211074,ekofinansguncel,teknofest’te türkiye’nin ilk büyük ölçekli teslimat robotuna hibe desteği 
1565810476340183041,Srdrdmrc1978,teknofest 
1565810356697681921,EnesTatanga,teknofest yakın
1565809956468711424,birtak_s,teknofest bunlar varsa bunlar üretiliyorsa ülke almak için sırala girmişse neden ekonomi hala kötü
1565809703547961344,DeliYre83751647,"teknofestsamsun
teknofestkaradeni̇z 

samsun 'da bugün güzel bir gün
yarın ise daha güzel olacak inşallah 
bayraktartb2 bayraktar akinci baykar gökbey siha i̇ha trt tozkoparan samsun 
teknofest "
1565809412379492352,mserifguden,"teknofest bütün platformlarda

çocuklarımızın hayaline ve geleceğine dokunduğunuz için teşekkürler selcuk 

milli teknoloji hamlesine devlet ve hükümet desteğini tam veren rterdogan sağ olun var olun

ömer;
baba büyüyünce pilot olacağım "
1565809384013369344,dis_timu,teknofest yönetim kurulu başkanı selçuk bayraktar'dan gençlere tavsiye 
1565809352581201925,ytuhaberajansi,"cumhurbaşkanı rterdogan bu sene samsun'da 5'incisi düzenlenen teknofest 'e katılacağını duyurdu

teknofestteliderytü "
1565808988628860929,Mh_Erdem,"teknofestkaradeni̇z'de tunceli munzur üniversitesi rektörümüz sn profdr ubeyde i̇pek ve elazığ belediye başkan yardımcımız nazif bilginoğlu ile bir araya geldik 

munzuruniv
teknofest 
teknofestkaradeni̇z 
milliteknolojihamlesi  "
1565808597799518209,atahirkarasahin,allah kabul etsin  
1565808439300866050,karacawus,josephinevv5 teknofest serbestti oraya gideydi herkes
1565808029861195776,Sabah,"teknofest yönetim kurulu başkanı selçuk bayraktar: genç kardeşlerimize hedeflerini büyük tutmalarını tavsiye ediyorum

"
1565807987901571087,Biirrnur,teknofest gençler
1565807897967222784,YenikapiHaber,"erdoğan duyurdu: bugün teknofest samsun'dayım 

 "
1565807591913136128,erknozdrms,aksam muzafferbasaa haluk baykartech ayakları yerden kesen festival teknofest
1565807175615893506,iismailstc,teknofest bunlarala masum çocukların hayatını bitiriyorlar ve bunu yaptıktan sonra cuma namazına gidiyorlar ilginç
1565806853698756608,kuliyehaber,cumhurbaşkanı erdoğan yarın teknofest samsun'da olacağını açıkladı   
1565806779283406849,yenisafak,cumhurbaşkanı recep tayyip erdoğan samsun'da düzenlenen teknofest'e katılacağını duyurdu
1565806747683520518,emin_pekmezci,"ûstad  ugur_isilak  eylül ayının ilk günü “teknofest” öncesi samsunlulara müzik ziyafeti sundu 

 muratisilak 

samsunteknofest
teknofestkaradeni̇z 
teknofest2022 "
1565806646395281409,OzyurtEmel,teknofest selcuk  hiç merak etmeyin  tekerinize değecek takozun aklını alırız  siz meclise  siyasete hükümete  partilere değil yuce turk mi̇lleti̇ne emanetsi̇ni̇z  hickimse  niyeti bozmasın  böyle bir gururu yaşamak bizim hakkımız  sizlere de minnettarız  emanetimizsiniz 
1565806638338031618,BesiktaslEce,"aksam muzafferbasaa haluk baykartech karardı karadeniz
taştı teknofest taştı"
1565806285320232963,Medyanin50Tonu,cumhurbaşkanı erdoğan: “millî teknoloji hamlemizin lokomotifi yeni ufuklara açılmanın geleceği tasarlamanın en yeni teknolojilerin festivali yarın ben de gençlerimizle birlikte teknofest samsun’da olacağım… ” 
1565806271168651265,dalaz_ahmet,teknofest maşallah
1565806224834191361,hz_l3444,selcuk gozumun_kiblesi teknofest
1565806016570294273,yirmidorttv,"solotürk pi̇lotlari 24’e konuştu

türk hava kuvvetleri akrobasi timi solotürk pilotlarıyla samsun çarşamba havlimanı'da devam eden teknofest karadeniz'de gösteri uçuşları düzenliyor i̇şte o pilotlar 24 mikrofonlarına konuştu

teknofestkaradeni̇z soloturk ilaydaaycicekk "
1565805887188598784,TahsinSengor,teknofest şov olmasın diye farzı gizlemek = şov olmasın diye nefesini tutmak tabi bazıları için farz normal değil radikal bir eylem olduğundan böyle demeleri normal
1565805810910957568,britanyal3,teknofest yeni mühendis dahilerimiz gelecek 2023
1565805737711910914,HanAlp14,teknofest tehditkar konuşuyorum masaya yumruğumu vuruyorum 2023te cumhur i̇ttifakı seçilecek ve avrupa birliğine girmek için elimizden geleni yapıcaz biz millet olarak bütün herşeyimizle avrupa birliğine uyucaz bizler avrupa birliğine abdye natoya rusyaya aitiz
1565805582271012864,KseYakup,türkiye bundan 13 yıl önce parasını dahi verse alamadığı teknolojiyi şimdi ihraç eden birkaç ülkeden biri olduysa bundan en büyük pay liderde r tayyip erdoğan gençlere inandı imkân verdi gençler de erdoğan'ın güvenini boşa çıkarmadılar çalıştılar ve başardılar teknofest 
1565805513320894464,AnkaraMasasi,"erdoğan: yarın teknofest samsun'da olacağım
rte erdoğan erdogan teknofest samsun 
"
1565805261339602944,yirmidorttv,"teknofest karadeni̇z 4 gününde

dünyanın en büyük havacılık uzay ve teknoloji festivali teknofest karadeniz samsun çarşamba havalimanı'nda coşkuyla devam ediyor binlerce kişinin ziyaret ettiği festivalin 4 gününde de 24 ekibi o coşkuya ortak oldu

teknofestkaradeni̇z "
1565805228787654658,birgaripkbra,"rterdogan gençler seni bekliyor rei̇s 
allah izin verirse bende teknofest samsun'da olacağım "
1565805101394132992,MSaymaz,"yine gözümüz yükseklerde… 

teknofest teknofestkaradeni̇z  "
1565805088370745345,HanAlp14,aselsan teknomacera teknofest tehditkar konuşuyorum masaya yumruğumu vuruyorum 2023te cumhur i̇ttifakı seçilecek ve avrupa birliğine girmek için elimizden geleni yapıcaz biz millet olarak bütün herşeyimizle avrupa birliğine uyucaz bizler avrupa birliğine abdye natoya rusyaya aitiz
1565804921764691971,HanAlp14,teknofest tehditkar konuşuyorum masaya yumruğumu vuruyorum 2023te cumhur i̇ttifakı seçilecek ve avrupa birliğine girmek için elimizden geleni yapıcaz biz millet olarak bütün herşeyimizle avrupa birliğine uyucaz bizler avrupa birliğine abdye natoya rusyaya aitiz
1565804758266392576,sputnik_TR,"cumhurbaşkanı erdoğan: yarın ben de gençlerimizle birlikte teknofest samsun'da olacağım

 "
1565804530406936576,Tevfik_Pekcak,cumhurbaşkanı erdoğan yarın teknofest samsun'da olacağını açıkladı 
1565804513260441600,OzanKocy,aksam haluk baykartech sağım solum önüm arkam teknofest 
1565804395283075074,HanAlp14,teknofest tehditkar konuşuyorum masaya yumruğumu vuruyorum 2023te cumhur i̇ttifakı seçilecek ve avrupa birliğine girmek için elimizden geleni yapıcaz biz millet olarak bütün herşeyimizle avrupa birliğine uyucaz bizler avrupa birliğine abdye natoya rusyaya aitiz
1565804343797972992,HanAlp14,teknofest tehditkar konuşuyorum masaya yumruğumu vuruyorum 2023te cumhur i̇ttifakı seçilecek ve avrupa birliğine girmek için elimizden geleni yapıcaz biz millet olarak bütün herşeyimizle avrupa birliğine uyucaz bizler avrupa birliğine abdye natoya rusyaya aitiz
1565804145961013248,AliCengizince,"bayraktar markalı si̇ha'lar emperyal hevesleri kabaran türkiye burjuvazisine bölge pazarlarında büyük bir üstünlük sağlıyor; bundan vazgeçmeleri mümkün değil
kılıçdaroğlu'nun teknofest'e uğrayarak biat etmesi bununla ilgilidir
tusi̇ad'a ve nato'ya biat yetmez"
1565804103984447488,HopcanMurat,rterdogan ozboyaciselman teknofest kuşağina selam rterdogan'la yola devam i̇nşaallah!
1565803950934265857,KaymakamlikCtz,kaymakamlığımız himayelerindei̇lçe milli eğitim müdürlüğümüzün koordinesinde teknofest samsun gezisi düzenlendi türkiye'nin en büyük teknoloji festivali teknofest samsun gezisine ortaokullar ve lisemizden toplam 42 öğrenci 4 öğretmen ile katılım sağlandı 
1565803866280574977,ulkedehabr,cb erdoğan: yarın ben de gençlerimizle birlikte teknofest samsun’da olacağım…  
1565803865525690371,Hakan_cavusoglu,"büyük ve güçlü türkiye idealinin peşinde irade ve cesaret timsali bir teknofest kuşağı milletimizin en kıymetli servetidir

sn cumhurbaşkanımızın güçlü liderliğinde daima zirveye "
1565803753923645446,OmurKaya1111,rterdogan gençlerinle mutluluklarönce ülkeyi hırsız ve arsızlardan tmizleseydin acilen teknofest kaçmıyorama zamlar ve ekonomi yüzünden bizim uykularımız kaçıyor
1565803729886089218,brankomilet,teknofest liseler arası füze yapım yarışmasından örnekler!
